Date,Open,High,Low,Close,Volume,feature1,feature2,feature3,feature4,feature5
4/19/2023,287.0,293.89,285.49,292.66,4278855,0.0,0.0,0.0,0.0,0.0
4/20/2023,300.0,314.6,298.1,309.61,5244073,0.0,0.0,0.0,0.0,0.0
4/26/2023,314.9,315.8,304.51,305.4,1359710,0.0,0.0,0.0,0.0,0.0
4/27/2023,306.0,308.5,303.52,306.47,748301,0.0,0.0,0.0,0.0,0.0
4/28/2023,307.0,310.49,305.11,307.33,1526632,0.0,0.0,0.0,0.0,0.0
5/2/2023,271.5,277.0,267.33,271.53,820629,0.0,0.0,0.0,0.0,0.0
5/3/2023,273.0,273.0,270.0,272.1,376823,0.0,0.0,0.0,0.0,0.0
5/4/2023,272.0,273.75,266.99,267.12,499718,0.0,0.0,0.0,0.0,0.0
5/5/2023,267.25,271.0,265.06,270.08,355874,0.0,0.0,0.0,0.0,0.0
5/8/2023,270.9,270.9,266.7,267.14,245591,0.0,0.0,0.0,0.0,0.0
5/9/2023,267.5,267.5,262.0,263.14,267716,0.0,0.0,0.0,0.0,0.0
5/10/2023,261.52,264.74,261.0,261.54,100092,0.0,0.0,0.0,0.0,0.0
5/11/2023,262.99,264.99,261.54,264.02,165501,0.0,0.0,0.0,0.0,0.0
5/12/2023,264.98,268.0,264.0,264.89,296761,0.0,0.0,0.0,0.0,0.0
5/15/2023,265.86,271.5,263.01,270.36,586473,0.0,0.0,0.0,0.0,0.0
5/16/2023,271.5,275.5,271.0,273.13,832473,0.0,0.0,0.0,0.0,0.0
5/17/2023,273.7,278.42,273.5,273.89,743418,0.0,0.0,0.0,0.0,0.0
5/18/2023,275.6,275.6,268.0,268.56,199082,0.0,0.0,0.0,0.0,0.0
5/19/2023,269.9,270.89,268.0,270.48,152754,0.0,0.0,0.0,0.0,0.0
5/22/2023,270.89,273.0,270.0,271.89,325714,0.0,0.0,0.0,0.0,0.0
5/23/2023,271.79,276.0,270.6,273.43,682835,0.0,0.0,0.0,0.0,0.0
5/24/2023,274.0,274.1,272.0,272.49,160692,0.0,0.0,0.0,0.0,0.0
5/25/2023,273.0,274.0,271.25,273.33,552665,0.0,0.0,0.0,0.0,0.0
5/26/2023,273.13,280.08,273.13,277.34,1976285,0.0,0.0,0.0,0.0,0.0
5/29/2023,279.0,286.0,277.42,280.81,658136,0.0,0.0,0.0,0.0,0.0
5/30/2023,280.01,283.65,280.01,282.17,330322,0.0,0.0,0.0,0.0,0.0
5/31/2023,282.0,284.5,281.5,282.89,527696,0.0,0.0,0.0,0.0,0.0
6/1/2023,283.98,283.98,281.0,281.21,50143,0.0,0.0,0.0,0.0,0.0
6/2/2023,283.25,283.25,274.01,274.46,580266,0.0,0.0,0.0,0.0,0.0
6/5/2023,272.52,275.0,271.25,272.88,165913,0.0,0.0,0.0,0.0,0.0
6/6/2023,272.8,279.9,272.1,277.98,481397,0.0,0.0,0.0,0.0,0.0
6/7/2023,276.55,278.9,275.2,275.85,209752,0.0,0.0,0.0,0.0,0.0
6/8/2023,275.55,278.88,272.5,272.96,315136,0.0,0.0,0.0,0.0,0.0
6/9/2023,274.7,275.87,271.01,273.26,266124,0.0,0.0,0.0,0.0,0.0
6/12/2023,272.1,275.0,271.1,271.8,149442,0.0,0.0,0.0,0.0,0.0
6/13/2023,273.25,273.5,268.0,268.76,215038,0.0,0.0,0.0,0.0,0.0
6/14/2023,267.0,271.2,267.0,270.4,323172,0.0,0.0,0.0,0.0,0.0
6/15/2023,270.5,271.0,267.7,268.33,176753,0.0,0.0,0.0,0.0,0.0
6/16/2023,270.6,270.6,266.0,266.45,292616,0.0,0.0,0.0,0.0,0.0
6/19/2023,268.89,268.99,260.0,260.8,710052,0.0,0.0,0.0,0.0,0.0
6/20/2023,260.1,262.68,260.0,261.06,357803,0.0,0.0,0.0,0.0,0.0
6/21/2023,263.0,263.0,258.0,258.42,152451,0.0,0.0,0.0,0.0,0.0
6/22/2023,259.99,259.99,255.05,255.85,109143,0.0,0.0,0.0,0.0,0.0
6/23/2023,255.7,258.1,254.4,255.25,125104,0.0,0.0,0.0,0.0,0.0
6/26/2023,256.0,268.0,256.0,263.78,468268,0.0,0.0,0.0,0.0,0.0
6/27/2023,264.98,264.98,259.0,259.89,268626,0.0,0.0,0.0,0.0,0.0
7/3/2023,279.38,279.38,269.0,275.78,927487,0.0,0.0,0.0,0.0,0.0
7/4/2023,275.99,275.99,267.0,267.84,535836,0.0,0.0,0.0,0.0,0.0
7/5/2023,269.99,270.5,264.0,264.6,382369,0.0,0.0,0.0,0.0,0.0
7/6/2023,265.8,275.0,264.99,273.33,2355328,0.0,0.0,0.0,0.0,0.0
7/7/2023,274.49,275.88,270.55,271.04,548904,0.0,0.0,0.0,0.0,0.0
7/10/2023,271.0,273.9,268.0,268.86,436660,0.0,0.0,0.0,0.0,0.0
7/11/2023,269.0,270.95,266.5,267.43,559167,0.0,0.0,0.0,0.0,0.0
7/12/2023,269.01,269.45,265.39,266.96,744300,0.0,0.0,0.0,0.0,0.0
7/13/2023,268.9,270.0,264.01,264.64,628557,0.0,0.0,0.0,0.0,0.0
7/14/2023,263.04,265.1,260.55,261.24,486507,0.0,0.0,0.0,0.0,0.0
7/17/2023,261.0,261.89,257.5,257.96,482631,0.0,0.0,0.0,0.0,0.0
7/18/2023,258.01,259.6,255.8,256.38,361372,0.0,0.0,0.0,0.0,0.0
7/19/2023,258.0,258.0,253.75,254.1,465528,0.0,0.0,0.0,0.0,0.0
7/20/2023,255.3,261.2,254.0,258.7,547952,0.0,0.0,0.0,0.0,0.0
7/21/2023,258.5,260.49,257.0,257.44,470248,0.0,0.0,0.0,0.0,0.0
7/24/2023,257.5,259.0,256.28,256.63,413657,0.0,0.0,0.0,0.0,0.0
7/25/2023,257.5,258.8,256.0,257.63,388468,0.0,0.0,0.0,0.0,0.0
7/26/2023,259.01,259.01,256.09,256.64,251652,0.0,0.0,0.0,0.0,0.0
7/27/2023,256.64,257.9,253.95,254.13,827598,0.0,0.0,0.0,0.0,0.0
7/31/2023,254.97,256.95,253.5,253.92,707439,0.0,0.0,0.0,0.0,0.0
8/1/2023,254.79,261.47,254.25,258.44,1325336,0.0,0.0,0.0,0.0,0.0
8/2/2023,258.0,269.85,258.0,264.69,1944189,0.0,0.0,0.0,0.0,0.0
8/3/2023,265.9,267.74,262.61,264.07,980915,0.0,0.0,0.0,0.0,0.0
8/4/2023,263.1,264.5,259.11,259.66,755409,0.0,0.0,0.0,0.0,0.0
8/7/2023,259.9,261.2,256.2,258.97,528668,0.0,0.0,0.0,0.0,0.0
8/8/2023,260.0,266.0,259.6,263.1,909115,0.0,0.0,0.0,0.0,0.0
8/9/2023,263.11,267.5,262.0,264.92,456664,0.0,0.0,0.0,0.0,0.0
8/10/2023,265.01,268.89,264.5,265.57,883914,0.0,0.0,0.0,0.0,0.0
8/11/2023,267.45,272.4,264.19,271.05,2209686,0.0,0.0,0.0,0.0,0.0
8/15/2023,272.5,275.0,271.0,272.82,1077568,0.0,0.0,0.0,0.0,0.0
8/16/2023,273.98,273.98,267.01,269.07,610456,0.0,0.0,0.0,0.0,0.0
8/17/2023,252.25,266.0,252.25,257.48,2861091,0.0,0.0,0.0,0.0,0.0
8/18/2023,258.95,260.0,256.0,256.6,451113,0.0,0.0,0.0,0.0,0.0
8/21/2023,256.53,256.9,252.7,253.9,361558,0.0,0.0,0.0,0.0,0.0
8/22/2023,252.99,254.5,252.1,252.96,160829,0.0,0.0,0.0,0.0,0.0
8/23/2023,253.97,254.0,251.46,252.89,209287,0.0,0.0,0.0,0.0,0.0
8/24/2023,254.0,259.0,254.0,255.18,884113,0.0,0.0,0.0,0.0,0.0
8/25/2023,254.75,258.48,253.18,257.66,983902,0.0,0.0,0.0,0.0,0.0
8/28/2023,258.0,258.11,255.52,257.76,665925,0.0,0.0,0.0,0.0,0.0
8/29/2023,255.8,258.0,252.0,255.06,412431,0.0,0.0,0.0,0.0,0.0
8/30/2023,255.0,258.4,252.8,253.29,958579,0.0,0.0,0.0,0.0,0.0
8/31/2023,253.0,255.0,236.52,246.15,668519,0.0,0.0,0.0,0.0,0.0
9/1/2023,247.88,249.89,245.53,246.14,221005,0.0,0.0,0.0,0.0,0.0
9/4/2023,246.99,254.94,246.99,253.22,757480,0.0,0.0,0.0,0.0,0.0
9/5/2023,253.95,254.49,251.05,254.09,181730,0.0,0.0,0.0,0.0,0.0
9/6/2023,254.0,254.74,251.75,253.99,208044,0.0,0.0,0.0,0.0,0.0
9/7/2023,252.98,256.0,252.1,255.49,339404,0.0,0.0,0.0,0.0,0.0
9/8/2023,255.75,260.0,253.01,253.62,630125,0.0,0.0,0.0,0.0,0.0
9/11/2023,253.0,255.0,248.8,249.12,271621,0.0,0.0,0.0,0.0,0.0
9/12/2023,248.05,251.0,247.8,248.06,100529,0.0,0.0,0.0,0.0,0.0
9/13/2023,248.65,248.74,245.0,247.07,62328,0.0,0.0,0.0,0.0,0.0
9/14/2023,246.71,248.15,246.7,247.01,58820,0.0,0.0,0.0,0.0,0.0
9/15/2023,247.89,249.5,246.31,247.08,369702,0.0,0.0,0.0,0.0,0.0
9/18/2023,247.0,247.93,244.8,245.85,267197,0.0,0.0,0.0,0.0,0.0
9/19/2023,246.9,247.1,246.01,246.49,83650,0.0,0.0,0.0,0.0,0.0
9/20/2023,246.49,247.05,245.25,245.65,114337,0.0,0.0,0.0,0.0,0.0
9/21/2023,247.98,247.98,245.5,246.2,171185,0.0,0.0,0.0,0.0,0.0
9/22/2023,246.75,246.9,240.5,244.52,294609,0.0,0.0,0.0,0.0,0.0
9/25/2023,245.02,245.99,242.75,243.02,196080,0.0,0.0,0.0,0.0,0.0
9/26/2023,244.0,244.99,241.0,241.2,167518,0.0,0.0,0.0,0.0,0.0
9/27/2023,242.49,242.49,239.24,240.25,303109,0.0,0.0,0.0,0.0,0.0
9/28/2023,241.7,242.0,238.05,240.14,509554,0.0,0.0,0.0,0.0,0.0
10/2/2023,243.0,249.6,243.0,247.69,959073,0.0,0.0,0.0,0.0,0.0
10/3/2023,248.0,255.0,248.0,253.22,761045,0.0,0.0,0.0,0.0,0.0
10/4/2023,253.01,254.65,250.11,251.83,904841,0.0,0.0,0.0,0.0,0.0
10/5/2023,251.79,253.6,250.66,252.38,694417,0.0,0.0,0.0,0.0,0.0
10/6/2023,252.9,254.5,252.4,254.26,334521,0.0,0.0,0.0,0.0,0.0
10/9/2023,253.95,254.75,252.0,254.21,333677,0.0,0.0,0.0,0.0,0.0
10/10/2023,254.9,256.89,254.2,256.56,498775,0.0,0.0,0.0,0.0,0.0
10/11/2023,256.0,264.19,256.0,261.61,1030564,0.0,0.0,0.0,0.0,0.0
10/12/2023,262.2,268.2,260.21,266.26,1129933,0.0,0.0,0.0,0.0,0.0
10/13/2023,266.1,275.0,264.0,269.41,999108,0.0,0.0,0.0,0.0,0.0
10/16/2023,268.5,269.64,266.5,267.21,1319468,0.0,0.0,0.0,0.0,0.0
10/17/2023,268.0,272.5,266.2,266.9,1869166,0.0,0.0,0.0,0.0,0.0
10/18/2023,265.0,268.0,264.32,266.13,206136,0.0,0.0,0.0,0.0,0.0
10/19/2023,265.0,282.5,265.0,279.19,1447460,0.0,0.0,0.0,0.0,0.0
10/20/2023,277.0,283.9,276.11,279.62,675117,0.0,0.0,0.0,0.0,0.0
10/23/2023,279.85,285.5,274.5,277.02,1089800,0.0,0.0,0.0,0.0,0.0
10/24/2023,272.0,274.48,270.11,272.88,631364,0.0,0.0,0.0,0.0,0.0
10/25/2023,271.11,275.0,268.15,268.85,329702,0.0,0.0,0.0,0.0,0.0
10/26/2023,269.0,271.75,269.0,269.85,250897,0.0,0.0,0.0,0.0,0.0
10/27/2023,269.11,271.1,269.0,270.08,231039,0.0,0.0,0.0,0.0,0.0
10/30/2023,271.99,274.9,270.29,272.38,477113,0.0,0.0,0.0,0.0,0.0
10/31/2023,272.7,291.0,271.1,281.26,1770965,0.0,0.0,0.0,0.0,0.0
11/1/2023,283.0,284.9,276.5,277.35,478311,0.0,0.0,0.0,0.0,0.0
11/2/2023,276.43,283.74,275.0,276.62,679465,0.0,0.0,0.0,0.0,0.0
11/3/2023,276.55,280.0,270.0,273.84,530933,0.0,0.0,0.0,0.0,0.0
11/6/2023,274.98,279.9,272.0,279.38,622860,0.0,0.0,0.0,0.0,0.0
11/7/2023,281.99,283.45,276.66,277.94,773899,0.0,0.0,0.0,0.0,0.0
11/8/2023,276.2,285.0,276.2,283.65,1736205,0.0,0.0,0.0,0.0,0.0
11/10/2023,283.01,293.0,283.01,288.85,1040537,0.0,0.0,0.0,0.0,0.0
11/13/2023,289.0,299.0,289.0,292.64,758563,0.0,0.0,0.0,0.0,0.0
11/14/2023,292.9,294.75,289.0,291.62,405891,0.0,0.0,0.0,0.0,0.0
11/15/2023,291.6,294.73,287.5,293.01,384577,0.0,0.0,0.0,0.0,0.0
11/16/2023,294.0,297.5,292.8,293.55,846310,0.0,0.0,0.0,0.0,0.0
11/17/2023,294.5,294.5,290.0,290.55,567579,0.0,0.0,0.0,0.0,0.0
11/20/2023,290.01,291.9,286.06,287.19,363862,0.0,0.0,0.0,0.0,0.0
11/21/2023,287.0,291.25,286.0,286.63,343079,0.0,0.0,0.0,0.0,0.0
11/22/2023,286.95,294.3,286.95,293.51,760312,0.0,0.0,0.0,0.0,0.0
11/23/2023,291.87,296.75,291.87,292.67,325609,0.0,0.0,0.0,0.0,0.0
11/24/2023,292.67,298.0,291.6,294.84,578090,0.0,0.0,0.0,0.0,0.0
11/27/2023,296.0,296.9,293.66,295.06,227718,0.0,0.0,0.0,0.0,0.0
11/28/2023,296.0,299.25,295.5,296.8,1012861,0.0,0.0,0.0,0.0,0.0
11/29/2023,297.01,302.88,297.0,298.89,1053268,0.0,0.0,0.0,0.0,0.0
11/30/2023,300.0,302.14,290.1,292.0,1429049,0.0,0.0,0.0,0.0,0.0
12/1/2023,293.0,305.0,292.2,303.65,1304389,0.0,0.0,0.0,0.0,0.0
12/4/2023,305.03,316.89,305.03,308.69,1732592,0.0,0.0,0.0,0.0,0.0
12/5/2023,309.75,313.5,304.5,307.97,693314,0.0,0.0,0.0,0.0,0.0
12/6/2023,309.0,313.55,309.0,312.35,783107,0.0,0.0,0.0,0.0,0.0
12/7/2023,313.01,316.85,310.05,311.39,1041236,0.0,0.0,0.0,0.0,0.0
12/8/2023,312.5,315.75,312.0,314.92,891132,0.0,0.0,0.0,0.0,0.0
12/11/2023,314.9,323.8,309.0,320.79,2260292,0.0,0.0,0.0,0.0,0.0
12/12/2023,322.99,329.5,321.0,325.1,1567036,0.0,0.0,0.0,0.0,0.0
12/13/2023,324.89,327.0,310.0,320.71,1839954,0.0,0.0,0.0,0.0,0.0
12/14/2023,319.0,323.8,314.9,321.29,877987,0.0,0.0,0.0,0.0,0.0
12/15/2023,320.0,324.98,318.05,323.69,814544,0.0,0.0,0.0,0.0,0.0
12/18/2023,322.2,324.99,316.01,316.83,600823,0.0,0.0,0.0,0.0,0.0
12/19/2023,315.51,316.8,305.01,307.14,1023747,0.0,0.0,0.0,0.0,0.0
12/20/2023,308.89,308.95,293.53,300.21,1789142,0.0,0.0,0.0,0.0,0.0
12/21/2023,302.0,303.0,291.76,296.69,754517,0.0,0.0,0.0,0.0,0.0
12/22/2023,297.88,299.5,292.0,292.86,320583,0.0,0.0,0.0,0.0,0.0
12/26/2023,292.0,295.0,285.0,285.32,529964,0.0,0.0,0.0,0.0,0.0
12/27/2023,289.48,290.98,283.76,289.87,564578,0.0,0.0,0.0,0.0,0.0
12/28/2023,291.95,301.9,289.5,293.45,857017,0.0,0.0,0.0,0.0,0.0
12/29/2023,296.0,298.2,292.57,294.91,349754,0.0,0.0,0.0,0.0,0.0
1/1/2024,295.02,301.9,295.02,299.33,345186,0.3386176526546478,0.19061702489852905,0.1607603132724762,0.14482268691062927,0.16518230736255646
1/2/2024,302.0,303.0,295.0,295.84,403982,0.35896170139312744,0.1657002866268158,0.15141144394874573,0.15663960576057434,0.16728699207305908
1/3/2024,296.9,300.8,294.4,296.8,280908,0.3204116225242615,0.18355615437030792,0.16427454352378845,0.15967802703380585,0.1720796525478363
1/4/2024,299.0,303.99,298.0,300.28,1091669,0.3686304986476898,0.17296729981899261,0.16454042494297028,0.13879556953907013,0.15506619215011597
1/5/2024,299.02,299.98,294.93,296.11,287334,0.35966670513153076,0.17103645205497742,0.15157340466976166,0.15596771240234375,0.1617557257413864
1/8/2024,299.99,316.45,299.99,314.88,2091918,0.3225812613964081,0.15057899057865143,0.14980977773666382,0.18779884278774261,0.18923109769821167
1/9/2024,316.0,323.5,316.0,319.09,1056209,0.35066163539886475,0.1793297380208969,0.15890605747699738,0.14427267014980316,0.16682986915111542
1/10/2024,320.47,321.5,312.05,313.55,502738,0.29924339056015015,0.16026659309864044,0.1771191656589508,0.174774169921875,0.1885966807603836
1/11/2024,312.99,313.99,309.05,309.69,1009273,0.33630698919296265,0.16927145421504974,0.1591755747795105,0.1601032316684723,0.17514273524284363
1/12/2024,312.0,314.88,309.05,310.8,1046365,0.3418724536895752,0.19728747010231018,0.17659904062747955,0.1493137925863266,0.13492724299430847
1/15/2024,311.9,313.0,309.0,309.99,269017,0.28168877959251404,0.17748357355594635,0.16844327747821808,0.17575079202651978,0.19663356244564056
1/16/2024,311.73,311.73,305.7,306.35,291600,0.3005921542644501,0.18425825238227844,0.16109341382980347,0.16869919002056122,0.1853569597005844
1/17/2024,307.7,317.75,306.01,316.16,2822558,0.3223658502101898,0.18546009063720703,0.17181025445461273,0.16275840997695923,0.1576053500175476
1/18/2024,317.0,318.8,311.0,318.16,1113839,0.31748953461647034,0.1671845018863678,0.1670248657464981,0.1703004539012909,0.17800062894821167
1/19/2024,316.0,328.0,316.0,323.52,927204,0.31426531076431274,0.17438222467899323,0.167098730802536,0.17829422652721405,0.16595950722694397
1/22/2024,324.01,325.0,320.35,322.73,374040,0.24711735546588898,0.16008464992046356,0.16698616743087769,0.20496246218681335,0.22084933519363403
1/23/2024,322.75,327.4,321.0,325.98,732014,0.2879539132118225,0.17036846280097961,0.17007765173912048,0.18200825154781342,0.18959170579910278
1/24/2024,326.16,328.0,324.5,325.85,660605,0.24384473264217377,0.1566695272922516,0.17733760178089142,0.20467564463615417,0.21747250854969025
1/25/2024,325.0,334.4,325.0,332.41,3959018,0.34223800897598267,0.17152979969978333,0.15668196976184845,0.157027468085289,0.17252270877361298
1/26/2024,332.03,333.5,328.01,329.07,656175,0.26067882776260376,0.16031794250011444,0.16651372611522675,0.19401250779628754,0.2184770256280899
1/29/2024,327.05,329.7,320.1,322.67,506294,0.2886810898780823,0.1489320993423462,0.146043598651886,0.19349373877048492,0.22284944355487823
1/30/2024,322.67,323.5,311.0,313.41,1104177,0.42185336351394653,0.18766795098781586,0.1497538834810257,0.12712806463241577,0.11359678953886032
1/31/2024,315.0,318.9,314.99,317.66,226952,0.276200532913208,0.1477845460176468,0.1606677621603012,0.2054854929447174,0.2098616510629654
2/1/2024,316.99,322.72,316.05,321.8,367389,0.27422910928726196,0.15474463999271393,0.17062914371490479,0.18999674916267395,0.21040035784244537
2/2/2024,319.15,325.0,319.15,323.07,414517,0.2781989574432373,0.16621939837932587,0.17383316159248352,0.19618234038352966,0.18556614220142365
2/6/2024,323.0,325.5,319.01,323.07,258606,0.2763109803199768,0.1555260270833969,0.15469114482402802,0.2006152719259262,0.21285653114318848
2/7/2024,325.9,326.89,322.01,323.82,263134,0.28343260288238525,0.16487766802310944,0.17165744304656982,0.1867685765028,0.1932637244462967
2/9/2024,320.0,320.0,307.02,316.16,413554,0.27353960275650024,0.17815424501895905,0.17380677163600922,0.19683142006397247,0.17766791582107544
2/12/2024,316.2,316.2,308.11,310.14,417799,0.32920369505882263,0.16828113794326782,0.1542230248451233,0.16685494780540466,0.1814371943473816
2/13/2024,309.99,311.89,303.1,308.97,474039,0.3562505841255188,0.17239642143249512,0.15295931696891785,0.15319795906543732,0.16519570350646973
2/14/2024,310.18,317.99,310.18,316.71,549907,0.33935683965682983,0.18995609879493713,0.16420049965381622,0.14918436110019684,0.15730218589305878
2/15/2024,317.0,318.99,307.5,309.62,343153,0.3285108506679535,0.17340391874313354,0.17361056804656982,0.164070725440979,0.16040395200252533
2/16/2024,309.0,315.5,305.0,305.88,437465,0.3479193449020386,0.17698077857494354,0.16789889335632324,0.15231244266033173,0.1548885852098465
2/19/2024,307.0,312.5,300.52,310.41,319277,0.27941733598709106,0.19192592799663544,0.1827239990234375,0.1698673814535141,0.1760653257369995
2/20/2024,310.62,315.5,310.0,310.87,190394,0.3677346408367157,0.1997067630290985,0.16351932287216187,0.14161662757396698,0.12742266058921814
2/21/2024,315.0,315.89,309.0,313.31,149320,0.36996594071388245,0.19436602294445038,0.16125407814979553,0.14927847683429718,0.12513545155525208
2/22/2024,314.99,314.99,311.0,313.8,151684,0.31995025277137756,0.17017661035060883,0.1627424955368042,0.1732345074415207,0.17389613389968872
2/23/2024,313.8,316.0,308.0,313.81,422905,0.32260191440582275,0.16779662668704987,0.16128215193748474,0.17258019745349884,0.175739124417305
2/26/2024,308.1,320.0,306.0,315.74,910136,0.2811550796031952,0.16350802779197693,0.16425348818302155,0.1892027109861374,0.20188073813915253
2/27/2024,318.0,324.01,315.01,317.4,439495,0.3349277377128601,0.16312667727470398,0.15533368289470673,0.1668051779270172,0.17980675399303436
2/28/2024,319.2,320.99,318.0,319.36,203722,0.2855837643146515,0.16068419814109802,0.16178418695926666,0.18077054619789124,0.2111773043870926
2/29/2024,320.0,327.5,320.0,323.48,585865,0.3443204164505005,0.17925895750522614,0.15695151686668396,0.15588505566120148,0.16358406841754913
3/1/2024,324.0,347.74,323.03,347.74,1314196,0.3077690601348877,0.17582707107067108,0.17001983523368835,0.1601770669221878,0.18620698153972626
3/4/2024,350.0,360.25,348.11,350.58,1626507,0.3165377974510193,0.1618034839630127,0.16230490803718567,0.18130894005298615,0.1780448704957962
3/5/2024,351.0,358.97,346.1,350.06,611066,0.3305377662181854,0.1801239252090454,0.17246605455875397,0.16116482019424438,0.1557074785232544
3/6/2024,351.22,354.0,343.5,344.49,590006,0.3263789713382721,0.18926307559013367,0.17807935178279877,0.15831546485424042,0.14796313643455505
3/7/2024,343.3,346.4,336.01,341.12,668692,0.3529708683490753,0.1838906705379486,0.16080892086029053,0.15036943554878235,0.15196019411087036
3/8/2024,341.0,352.95,341.0,342.69,1615015,0.30264854431152344,0.17208558320999146,0.16399534046649933,0.1691741943359375,0.19209635257720947
3/11/2024,343.98,344.0,338.0,339.51,345799,0.2847137153148651,0.16844147443771362,0.15229327976703644,0.17723305523395538,0.21731849014759064
3/12/2024,339.51,341.8,333.0,334.64,168367,0.38783174753189087,0.1900738924741745,0.14946365356445312,0.13074876368045807,0.14188197255134583
3/13/2024,335.98,339.0,331.0,334.17,263066,0.3018084764480591,0.19286255538463593,0.18630650639533997,0.16954636573791504,0.14947614073753357
3/14/2024,335.0,335.99,332.0,334.78,203345,0.2986510396003723,0.1756061464548111,0.16310760378837585,0.18525376915931702,0.1773814707994461
3/15/2024,335.0,335.0,332.5,333.22,160536,0.3829875588417053,0.17015735805034637,0.1503903716802597,0.14764437079429626,0.14882038533687592
3/18/2024,335.7,338.0,332.0,334.02,200236,0.2905729115009308,0.16681285202503204,0.17184443771839142,0.19428549706935883,0.17648431658744812
3/19/2024,336.0,337.94,332.02,337.15,260574,0.3106471300125122,0.16344121098518372,0.17218400537967682,0.18079015612602234,0.1729375272989273
3/20/2024,338.0,341.0,336.0,339.85,1477744,0.43852823972702026,0.18354810774326324,0.13521996140480042,0.12223343551158905,0.12047025561332703
3/21/2024,343.0,343.49,337.5,339.46,345109,0.3120101988315582,0.17318210005760193,0.18115957081317902,0.17112703621387482,0.1625211089849472
3/22/2024,338.02,342.45,338.02,340.13,394483,0.34497666358947754,0.1644529402256012,0.14599046111106873,0.16096480190753937,0.18361511826515198
3/25/2024,339.0,344.5,339.0,340.33,165710,0.2774517834186554,0.1796051412820816,0.1746770143508911,0.17555521428585052,0.19271086156368256
3/26/2024,339.5,344.39,335.5,342.93,185309,0.36269262433052063,0.1859487146139145,0.1585184782743454,0.1439974308013916,0.14884276688098907
3/27/2024,344.0,348.5,343.01,347.56,192726,0.26988282799720764,0.1597626954317093,0.15774458646774292,0.19709321856498718,0.21551668643951416
3/28/2024,348.99,362.99,348.0,354.06,449220,0.31245529651641846,0.1622193604707718,0.15291865170001984,0.17279207706451416,0.19961456954479218
3/29/2024,353.9,361.0,349.05,359.28,301008,0.3328843414783478,0.17241105437278748,0.15997548401355743,0.16633673012256622,0.16839243471622467
4/1/2024,359.25,361.99,354.67,359.55,134655,0.37327393889427185,0.17719154059886932,0.14967630803585052,0.14773403108119965,0.15212418138980865
4/2/2024,359.0,360.9,356.01,357.43,77672,0.3467077910900116,0.17867505550384521,0.17164276540279388,0.155203714966774,0.1477707177400589
4/3/2024,358.3,381.1,358.3,374.89,691686,0.37434858083724976,0.1842338740825653,0.1574191153049469,0.14597852528095245,0.13801990449428558
4/4/2024,378.0,387.99,370.1,378.01,1028955,0.2943158447742462,0.17189930379390717,0.17066366970539093,0.17886236310005188,0.1842588484287262
4/8/2024,376.5,379.75,374.01,376.85,350236,0.3294466435909271,0.177657350897789,0.17115744948387146,0.16459307074546814,0.15714551508426666
4/9/2024,377.5,378.88,369.0,371.93,322213,0.3242131769657135,0.16819234192371368,0.15672491490840912,0.16573846340179443,0.18513108789920807
4/15/2024,371.0,372.0,361.0,365.67,438274,0.24825091660022736,0.14766626060009003,0.15619279444217682,0.18916453421115875,0.25872552394866943
4/16/2024,366.0,372.0,361.96,364.37,537878,0.33132052421569824,0.18041059374809265,0.16221526265144348,0.15827354788780212,0.1677801012992859
4/17/2024,364.37,367.99,356.0,359.23,279398,0.3290424346923828,0.1575552076101303,0.1401590257883072,0.16900427639484406,0.20423908531665802
4/18/2024,363.7,365.9,354.5,360.23,522011,0.3400205969810486,0.19393259286880493,0.16748087108135223,0.15515045821666718,0.14341546595096588
4/19/2024,362.0,366.35,360.0,365.31,399148,0.3525494933128357,0.16832682490348816,0.14769932627677917,0.1507304459810257,0.18069389462471008
